編號,交易日期,契約,到期月份(週別),收盤價,交易時段,類型,剩餘天數,價平
1167,2018/7/27,MTX,201809,10950,一般,遠月,38,11000
1168,2018/7/30,MTX,201808W1,11039,盤後,近週,2,11050
1168,2018/7/30,MTX,201808,10995,盤後,近月,12,11000
1168,2018/7/30,MTX,201809,10953,盤後,遠月,37,11000
1169,2018/7/30,MTX,201808W1,10990,一般,近週,2,11000
1169,2018/7/30,MTX,201808,10940,一般,近月,12,10900
1169,2018/7/30,MTX,201809,10896,一般,遠月,37,10900
1170,2018/7/31,MTX,201808W1,10983,盤後,近週,1,11000
1170,2018/7/31,MTX,201808,10928,盤後,近月,11,10900
1170,2018/7/31,MTX,201809,10890,盤後,遠月,36,10900
1171,2018/7/31,MTX,201808W1,11037,一般,近週,1,11050
1171,2018/7/31,MTX,201808,10989,一般,近月,11,11000
1171,2018/7/31,MTX,201809,10948,一般,遠月,36,10900
1172,2018/8/1,MTX,201808W1,11070,盤後,近週,0,11050
1172,2018/8/1,MTX,201808,11026,盤後,近月,10,11000
1172,2018/8/1,MTX,201809,10981,盤後,遠月,35,11000
1173,2018/8/1,MTX,201808W1,11085,一般,近週,0,11100
1173,2018/8/1,MTX,201808,11046,一般,近月,10,11000
1173,2018/8/1,MTX,201808W2,11071,一般,遠週,5,11050
1173,2018/8/1,MTX,201809,11000,一般,遠月,35,11000
1174,2018/8/2,MTX,201808W2,11050,盤後,近週,4,11050
1174,2018/8/2,MTX,201808,11040,盤後,近月,9,11000
1174,2018/8/2,MTX,201809,10994,盤後,遠月,34,11000
1175,2018/8/2,MTX,201808W2,10907,一般,近週,4,10900
1175,2018/8/2,MTX,201808,10872,一般,近月,9,10900
1175,2018/8/2,MTX,201809,10828,一般,遠月,34,10800
1176,2018/8/3,MTX,201808W2,10966,盤後,近週,3,10950
1176,2018/8/3,MTX,201808,10933,盤後,近月,8,10900
1176,2018/8/3,MTX,201809,10892,盤後,遠月,33,10900
1177,2018/8/3,MTX,201808W2,10995,一般,近週,3,11000
1177,2018/8/3,MTX,201808,10968,一般,近月,8,11000
1177,2018/8/3,MTX,201809,10926,一般,遠月,33,10900
1178,2018/8/6,MTX,201808W2,11038,盤後,近週,2,11050
1178,2018/8/6,MTX,201808,11010,盤後,近月,7,11000
1178,2018/8/6,MTX,201809,10967,盤後,遠月,32,11000
1179,2018/8/6,MTX,201808W2,11013,一般,近週,2,11000
1179,2018/8/6,MTX,201808,10982,一般,近月,7,11000
1179,2018/8/6,MTX,201809,10938,一般,遠月,32,10900
1180,2018/8/7,MTX,201808W2,11007,盤後,近週,1,11000
1180,2018/8/7,MTX,201808,10993,盤後,近月,6,11000
1180,2018/8/7,MTX,201809,10949,盤後,遠月,31,10900
1181,2018/8/7,MTX,201808W2,10992,一般,近週,1,11000
1181,2018/8/7,MTX,201808,10968,一般,近月,6,11000
1181,2018/8/7,MTX,201809,10930,一般,遠月,31,10900
1182,2018/8/8,MTX,201808W2,11015,盤後,近週,0,11000
1182,2018/8/8,MTX,201808,10993,盤後,近月,5,11000
1182,2018/8/8,MTX,201809,10952,盤後,遠月,30,11000
1183,2018/8/8,MTX,201808W2,11056,一般,近週,0,11050
1183,2018/8/8,MTX,201808,11049,一般,近月,5,11050
1183,2018/8/8,MTX,201809,11006,一般,遠月,30,11000
1184,2018/8/9,MTX,201808,11047,盤後,近月,4,11050
1184,2018/8/9,MTX,201809,11007,盤後,遠月,29,11000
1185,2018/8/9,MTX,201808,11019,一般,近月,4,11000
1185,2018/8/9,MTX,201809,10981,一般,遠月,29,11000
1186,2018/8/10,MTX,201808,11000,盤後,近月,3,11000
1186,2018/8/10,MTX,201809,10964,盤後,遠月,28,11000
1187,2018/8/10,MTX,201808,10960,一般,近月,3,10950
1187,2018/8/10,MTX,201809,10926,一般,遠月,28,10900
1188,2018/8/13,MTX,201808,10933,盤後,近月,2,10950
1188,2018/8/13,MTX,201809,10897,盤後,遠月,27,10900
1189,2018/8/13,MTX,201808,10756,一般,近月,2,10750
1189,2018/8/13,MTX,201809,10731,一般,遠月,27,10700
1190,2018/8/14,MTX,201808,10770,盤後,近月,1,10750
1190,2018/8/14,MTX,201809,10741,盤後,遠月,26,10700
1191,2018/8/14,MTX,201808,10819,一般,近月,1,10800
1191,2018/8/14,MTX,201809,10790,一般,遠月,26,10800
1192,2018/8/15,MTX,201808,10841,盤後,近月,0,10850
1192,2018/8/15,MTX,201809,10807,盤後,遠月,25,10800
1193,2018/8/15,MTX,201808,10737,一般,近月,0,10750
1193,2018/8/15,MTX,201808W4,10698,一般,遠週,5,10700
1193,2018/8/15,MTX,201809,10680,一般,遠月,25,10700
1194,2018/8/16,MTX,201808W4,10648,盤後,近週,4,10650
1194,2018/8/16,MTX,201809,10633,盤後,近月,24,10600
1194,2018/8/16,MTX,201810,10618,盤後,遠月,42,10600
1195,2018/8/16,MTX,201808W4,10700,一般,近週,4,10700
1195,2018/8/16,MTX,201809,10689,一般,近月,24,10700
1195,2018/8/16,MTX,201810,10676,一般,遠月,42,10700
1196,2018/8/17,MTX,201808W4,10754,盤後,近週,3,10750
1196,2018/8/17,MTX,201809,10740,盤後,近月,23,10700
1196,2018/8/17,MTX,201810,10727,盤後,遠月,41,10700
1197,2018/8/17,MTX,201808W4,10679,一般,近週,3,10700
1197,2018/8/17,MTX,201809,10661,一般,近月,23,10700
1197,2018/8/17,MTX,201810,10647,一般,遠月,41,10600
1198,2018/8/20,MTX,201808W4,10700,盤後,近週,2,10700
1198,2018/8/20,MTX,201809,10681,盤後,近月,22,10700
1198,2018/8/20,MTX,201810,10667,盤後,遠月,40,10700
1199,2018/8/20,MTX,201808W4,10686,一般,近週,2,10700
1199,2018/8/20,MTX,201809,10670,一般,近月,22,10700
1199,2018/8/20,MTX,201810,10659,一般,遠月,40,10700
1200,2018/8/21,MTX,201808W4,10716,盤後,近週,1,10700
1200,2018/8/21,MTX,201809,10701,盤後,近月,21,10700
1200,2018/8/21,MTX,201810,10685,盤後,遠月,39,10700
1201,2018/8/21,MTX,201808W4,10781,一般,近週,1,10800
1201,2018/8/21,MTX,201809,10768,一般,近月,21,10800
1201,2018/8/21,MTX,201810,10752,一般,遠月,39,10800
1202,2018/8/22,MTX,201808W4,10788,盤後,近週,0,10800
1202,2018/8/22,MTX,201809,10769,盤後,近月,20,10800
1202,2018/8/22,MTX,201810,10758,盤後,遠月,38,10800
1203,2018/8/22,MTX,201808W4,10792,一般,近週,0,10800
1203,2018/8/22,MTX,201809,10764,一般,近月,20,10800
1203,2018/8/22,MTX,201808W5,10776,一般,遠週,5,10800
1203,2018/8/22,MTX,201810,10750,一般,遠月,38,10800
1204,2018/8/23,MTX,201808W5,10789,盤後,近週,4,10800
1204,2018/8/23,MTX,201809,10776,盤後,近月,19,10800
1204,2018/8/23,MTX,201810,10761,盤後,遠月,37,10800
1205,2018/8/23,MTX,201808W5,10862,一般,近週,4,10850
1205,2018/8/23,MTX,201809,10840,一般,近月,19,10800
1205,2018/8/23,MTX,201810,10823,一般,遠月,37,10800
1206,2018/8/24,MTX,201808W5,10835,盤後,近週,3,10850
1206,2018/8/24,MTX,201809,10818,盤後,近月,18,10800
1206,2018/8/24,MTX,201810,10804,盤後,遠月,36,10800
1207,2018/8/24,MTX,201808W5,10811,一般,近週,3,10800
1207,2018/8/24,MTX,201809,10788,一般,近月,18,10800
1207,2018/8/24,MTX,201810,10772,一般,遠月,36,10800
1208,2018/8/27,MTX,201808W5,10840,盤後,近週,2,10850
1208,2018/8/27,MTX,201809,10820,盤後,近月,17,10800
1208,2018/8/27,MTX,201810,10796,盤後,遠月,35,10800
1209,2018/8/27,MTX,201808W5,10901,一般,近週,2,10900
1209,2018/8/27,MTX,201809,10886,一般,近月,17,10900
1209,2018/8/27,MTX,201810,10866,一般,遠月,35,10900
1210,2018/8/28,MTX,201808W5,10941,盤後,近週,1,10950
1210,2018/8/28,MTX,201809,10936,盤後,近月,16,10900
1210,2018/8/28,MTX,201810,10914,盤後,遠月,34,10900
1211,2018/8/28,MTX,201808W5,10975,一般,近週,1,11000
1211,2018/8/28,MTX,201809,10954,一般,近月,16,11000
1211,2018/8/28,MTX,201810,10935,一般,遠月,34,10900
1212,2018/8/29,MTX,201808W5,10980,盤後,近週,0,11000
1212,2018/8/29,MTX,201809,10971,盤後,近月,15,11000
1212,2018/8/29,MTX,201810,10951,盤後,遠月,33,11000
1213,2018/8/29,MTX,201808W5,11061,一般,近週,0,11050
1213,2018/8/29,MTX,201809,11044,一般,近月,15,11000
1213,2018/8/29,MTX,201809W1,11060,一般,遠週,5,11050
1213,2018/8/29,MTX,201810,11023,一般,遠月,33,11000
1214,2018/8/30,MTX,201809W1,11107,盤後,近週,4,11100
1214,2018/8/30,MTX,201809,11091,盤後,近月,14,11100
1214,2018/8/30,MTX,201810,11069,盤後,遠月,32,11100
1215,2018/8/30,MTX,201809W1,11054,一般,近週,4,11050
1215,2018/8/30,MTX,201809,11023,一般,近月,14,11000
1215,2018/8/30,MTX,201810,11005,一般,遠月,32,11000
1216,2018/8/31,MTX,201809W1,11007,盤後,近週,3,11000
1216,2018/8/31,MTX,201809,10971,盤後,近月,13,11000
1216,2018/8/31,MTX,201810,10956,盤後,遠月,31,11000
1217,2018/8/31,MTX,201809W1,11051,一般,近週,3,11050
1217,2018/8/31,MTX,201809,11021,一般,近月,13,11000
1217,2018/8/31,MTX,201810,11006,一般,遠月,31,11000
1218,2018/9/3,MTX,201809W1,11033,盤後,近週,2,11050
1218,2018/9/3,MTX,201809,11023,盤後,近月,12,11000
1218,2018/9/3,MTX,201810,11007,盤後,遠月,30,11000
1219,2018/9/3,MTX,201809W1,10956,一般,近週,2,10950
1219,2018/9/3,MTX,201809,10934,一般,近月,12,10900
1219,2018/9/3,MTX,201810,10920,一般,遠月,30,10900
1220,2018/9/4,MTX,201809W1,10984,盤後,近週,1,11000
1220,2018/9/4,MTX,201809,10953,盤後,近月,11,11000
1220,2018/9/4,MTX,201810,10940,盤後,遠月,29,10900
1221,2018/9/4,MTX,201809W1,11021,一般,近週,1,11000
1221,2018/9/4,MTX,201809,11003,一般,近月,11,11000
1221,2018/9/4,MTX,201810,10988,一般,遠月,29,11000
1222,2018/9/5,MTX,201809W1,11006,盤後,近週,0,11000
1222,2018/9/5,MTX,201809,10985,盤後,近月,10,11000
1222,2018/9/5,MTX,201810,10970,盤後,遠月,28,11000
1223,2018/9/5,MTX,201809W1,10999,一般,近週,0,11000
1223,2018/9/5,MTX,201809,10950,一般,近月,10,11000
1223,2018/9/5,MTX,201809W2,10968,一般,遠週,5,10950
1223,2018/9/5,MTX,201810,10936,一般,遠月,28,10900
1224,2018/9/6,MTX,201809W2,10929,盤後,近週,4,10950
1224,2018/9/6,MTX,201809,10914,盤後,近月,9,10900
1224,2018/9/6,MTX,201810,10898,盤後,遠月,27,10900
1225,2018/9/6,MTX,201809W2,10916,一般,近週,4,10900
1225,2018/9/6,MTX,201809,10901,一般,近月,9,10900
1225,2018/9/6,MTX,201810,10886,一般,遠月,27,10900
1226,2018/9/7,MTX,201809W2,10910,盤後,近週,3,10900
1226,2018/9/7,MTX,201809,10890,盤後,近月,8,10900
1226,2018/9/7,MTX,201810,10876,盤後,遠月,26,10900
1227,2018/9/7,MTX,201809W2,10857,一般,近週,3,10850
1227,2018/9/7,MTX,201809,10844,一般,近月,8,10800
1227,2018/9/7,MTX,201810,10830,一般,遠月,26,10800
1228,2018/9/10,MTX,201809W2,10858,盤後,近週,2,10850
1228,2018/9/10,MTX,201809,10846,盤後,近月,7,10800
1228,2018/9/10,MTX,201810,10832,盤後,遠月,25,10800
1229,2018/9/10,MTX,201809W2,10741,一般,近週,2,10750
1229,2018/9/10,MTX,201809,10732,一般,近月,7,10700
1229,2018/9/10,MTX,201810,10725,一般,遠月,25,10700
1230,2018/9/11,MTX,201809W2,10739,盤後,近週,1,10750
1230,2018/9/11,MTX,201809,10735,盤後,近月,6,10700
1230,2018/9/11,MTX,201810,10727,盤後,遠月,24,10700
1231,2018/9/11,MTX,201809W2,10752,一般,近週,1,10750
1231,2018/9/11,MTX,201809,10741,一般,近月,6,10700
1231,2018/9/11,MTX,201810,10734,一般,遠月,24,10700
1232,2018/9/12,MTX,201809W2,10775,盤後,近週,0,10800
1232,2018/9/12,MTX,201809,10773,盤後,近月,5,10750
1232,2018/9/12,MTX,201810,10764,盤後,遠月,23,10800
1233,2018/9/12,MTX,201809W2,10725,一般,近週,0,10750
1233,2018/9/12,MTX,201809,10724,一般,近月,5,10700
1233,2018/9/12,MTX,201810,10719,一般,遠月,23,10700
1234,2018/9/13,MTX,201809,10726,盤後,近月,4,10750
1234,2018/9/13,MTX,201810,10722,盤後,遠月,22,10700
1235,2018/9/13,MTX,201809,10718,一般,近月,4,10700
1235,2018/9/13,MTX,201810,10713,一般,遠月,22,10700
1236,2018/9/14,MTX,201809,10767,盤後,近月,3,10750
1236,2018/9/14,MTX,201810,10758,盤後,遠月,21,10800
1237,2018/9/14,MTX,201809,10881,一般,近月,3,10900
1237,2018/9/14,MTX,201810,10872,一般,遠月,21,10900
1238,2018/9/17,MTX,201809,10891,盤後,近月,2,10900
1238,2018/9/17,MTX,201810,10884,盤後,遠月,20,10900
1239,2018/9/17,MTX,201809,10824,一般,近月,2,10800
1239,2018/9/17,MTX,201810,10821,一般,遠月,20,10800
1240,2018/9/18,MTX,201809,10780,盤後,近月,1,10800
1240,2018/9/18,MTX,201810,10779,盤後,遠月,19,10800
1241,2018/9/18,MTX,201809,10782,一般,近月,1,10800
1241,2018/9/18,MTX,201810,10779,一般,遠月,19,10800
1242,2018/9/19,MTX,201809,10842,盤後,近月,0,10850
1242,2018/9/19,MTX,201810,10838,盤後,遠月,18,10800
1243,2018/9/19,MTX,201809,10872,一般,近月,0,10850
1243,2018/9/19,MTX,201809W4,10877,一般,遠週,4,10900
1243,2018/9/19,MTX,201810,10874,一般,遠月,18,10900
1244,2018/9/20,MTX,201809W4,10917,盤後,近週,3,10900
1244,2018/9/20,MTX,201810,10905,盤後,近月,17,10900
1244,2018/9/20,MTX,201811,10895,盤後,遠月,42,10900
1245,2018/9/20,MTX,201809W4,10854,一般,近週,3,10850
1245,2018/9/20,MTX,201810,10848,一般,近月,17,10800
1245,2018/9/20,MTX,201811,10836,一般,遠月,42,10800
1246,2018/9/21,MTX,201809W4,10905,盤後,近週,2,10900
1246,2018/9/21,MTX,201810,10897,盤後,近月,16,10900
1246,2018/9/21,MTX,201811,10889,盤後,遠月,41,10900
1247,2018/9/21,MTX,201809W4,10980,一般,近週,2,11000
1247,2018/9/21,MTX,201810,10973,一般,近月,16,11000
1247,2018/9/21,MTX,201811,10963,一般,遠月,41,11000
1248,2018/9/25,MTX,201809W4,10960,盤後,近週,1,10950
1248,2018/9/25,MTX,201810,10955,盤後,近月,15,11000
1248,2018/9/25,MTX,201811,10940,盤後,遠月,40,10900
1249,2018/9/25,MTX,201809W4,10983,一般,近週,1,11000
1249,2018/9/25,MTX,201810,10979,一般,近月,15,11000
1249,2018/9/25,MTX,201811,10968,一般,遠月,40,11000
1250,2018/9/26,MTX,201809W4,10975,盤後,近週,0,11000
1250,2018/9/26,MTX,201810,10967,盤後,近月,14,11000
1250,2018/9/26,MTX,201811,10959,盤後,遠月,39,11000
1251,2018/9/26,MTX,201809W4,10962,一般,近週,0,10950
1251,2018/9/26,MTX,201810,10972,一般,近月,14,11000
1251,2018/9/26,MTX,201810W1,10986,一般,遠週,5,11000
1251,2018/9/26,MTX,201811,10962,一般,遠月,39,11000
1252,2018/9/27,MTX,201810W1,10938,盤後,近週,4,10950
1252,2018/9/27,MTX,201810,10927,盤後,近月,13,10900
1252,2018/9/27,MTX,201811,10912,盤後,遠月,38,10900
1253,2018/9/27,MTX,201810W1,11002,一般,近週,4,11000
1253,2018/9/27,MTX,201810,10980,一般,近月,13,11000
1253,2018/9/27,MTX,201811,10969,一般,遠月,38,11000
1254,2018/9/28,MTX,201810W1,11028,盤後,近週,3,11050
1254,2018/9/28,MTX,201810,11007,盤後,近月,12,11000
1254,2018/9/28,MTX,201811,10993,盤後,遠月,37,11000
1255,2018/9/28,MTX,201810W1,10980,一般,近週,3,11000
1255,2018/9/28,MTX,201810,10956,一般,近月,12,11000
1255,2018/9/28,MTX,201811,10945,一般,遠月,37,10900
1256,2018/10/1,MTX,201810W1,10965,盤後,近週,2,10950
1256,2018/10/1,MTX,201810,10945,盤後,近月,11,10900
1256,2018/10/1,MTX,201811,10933,盤後,遠月,36,10900
1257,2018/10/1,MTX,201810W1,11035,一般,近週,2,11050
1257,2018/10/1,MTX,201810,11007,一般,近月,11,11000
1257,2018/10/1,MTX,201811,10995,一般,遠月,36,11000
1258,2018/10/2,MTX,201810W1,11043,盤後,近週,1,11050
1258,2018/10/2,MTX,201810,11013,盤後,近月,10,11000
1258,2018/10/2,MTX,201811,11000,盤後,遠月,35,11000
1259,2018/10/2,MTX,201810W1,10905,一般,近週,1,10900
1259,2018/10/2,MTX,201810,10879,一般,近月,10,10900
1259,2018/10/2,MTX,201811,10869,一般,遠月,35,10900
1260,2018/10/3,MTX,201810W1,10905,盤後,近週,0,10900
1260,2018/10/3,MTX,201810,10878,盤後,近月,9,10900
1260,2018/10/3,MTX,201811,10866,盤後,遠月,34,10900
1261,2018/10/3,MTX,201810W1,10851,一般,近週,0,10850
1261,2018/10/3,MTX,201810,10855,一般,近月,9,10900
1261,2018/10/3,MTX,201810W2,10866,一般,遠週,5,10850
1261,2018/10/3,MTX,201811,10846,一般,遠月,34,10800
1262,2018/10/4,MTX,201810W2,10853,盤後,近週,4,10850
1262,2018/10/4,MTX,201810,10857,盤後,近月,8,10900
1262,2018/10/4,MTX,201811,10847,盤後,遠月,33,10800
1263,2018/10/4,MTX,201810W2,10714,一般,近週,4,10700
1263,2018/10/4,MTX,201810,10696,一般,近月,8,10700
1263,2018/10/4,MTX,201811,10692,一般,遠月,33,10700
1264,2018/10/5,MTX,201810W2,10643,盤後,近週,3,10650
1264,2018/10/5,MTX,201810,10630,盤後,近月,7,10600
1264,2018/10/5,MTX,201811,10623,盤後,遠月,32,10600
1265,2018/10/5,MTX,201810W2,10520,一般,近週,3,10500
1265,2018/10/5,MTX,201810,10507,一般,近月,7,10500
1265,2018/10/5,MTX,201811,10503,一般,遠月,32,10500
1266,2018/10/8,MTX,201810W2,10448,盤後,近週,2,10450
1266,2018/10/8,MTX,201810,10442,盤後,近月,6,10400
1266,2018/10/8,MTX,201811,10435,盤後,遠月,31,10400
1267,2018/10/8,MTX,201810W2,10463,一般,近週,2,10450
1267,2018/10/8,MTX,201810,10458,一般,近月,6,10500
1267,2018/10/8,MTX,201811,10456,一般,遠月,31,10500
1268,2018/10/9,MTX,201810W2,10506,盤後,近週,1,10500
1268,2018/10/9,MTX,201810,10502,盤後,近月,5,10500
1268,2018/10/9,MTX,201811,10497,盤後,遠月,30,10500
1269,2018/10/9,MTX,201810W2,10464,一般,近週,1,10450
1269,2018/10/9,MTX,201810,10460,一般,近月,5,10450
1269,2018/10/9,MTX,201811,10459,一般,遠月,30,10500
1270,2018/10/11,MTX,201810W2,10459,盤後,近週,0,10450
1270,2018/10/11,MTX,201810,10462,盤後,近月,4,10450
1270,2018/10/11,MTX,201811,10460,盤後,遠月,29,10500
1271,2018/10/11,MTX,201810W2,9819,一般,近週,0,9800
1271,2018/10/11,MTX,201810,9641,一般,近月,4,9650
1271,2018/10/11,MTX,201811,9631,一般,遠月,29,9600
1272,2018/10/12,MTX,201810,9678,盤後,近月,3,9700
1272,2018/10/12,MTX,201811,9657,盤後,遠月,28,9700
1273,2018/10/12,MTX,201810,9950,一般,近月,3,9950
1273,2018/10/12,MTX,201811,9929,一般,遠月,28,9900
1274,2018/10/15,MTX,201810,9943,盤後,近月,2,9950
1274,2018/10/15,MTX,201811,9931,盤後,遠月,27,9900
1275,2018/10/15,MTX,201810,9863,一般,近月,2,9850
1275,2018/10/15,MTX,201811,9845,一般,遠月,27,9800
1276,2018/10/16,MTX,201810,9847,盤後,近月,1,9850
1276,2018/10/16,MTX,201811,9829,盤後,遠月,26,9800
1277,2018/10/16,MTX,201810,9950,一般,近月,1,9950
1277,2018/10/16,MTX,201811,9910,一般,遠月,26,9900
1278,2018/10/17,MTX,201810,10087,盤後,近月,0,10100
1278,2018/10/17,MTX,201811,10044,盤後,遠月,25,10000
1279,2018/10/17,MTX,201810,9993,一般,近月,0,10000
1279,2018/10/17,MTX,201810W4,10010,一般,遠週,5,10000
1279,2018/10/17,MTX,201811,9972,一般,遠月,25,10000
1280,2018/10/18,MTX,201810W4,9942,盤後,近週,4,9950
1280,2018/10/18,MTX,201811,9943,盤後,近月,24,9900
1280,2018/10/18,MTX,201812,9927,盤後,遠月,44,9900
1281,2018/10/18,MTX,201810W4,9911,一般,近週,4,9900
1281,2018/10/18,MTX,201811,9884,一般,近月,24,9900
1281,2018/10/18,MTX,201812,9869,一般,遠月,44,9900
1282,2018/10/19,MTX,201810W4,9811,盤後,近週,3,9800
1282,2018/10/19,MTX,201811,9782,盤後,近月,23,9800
1282,2018/10/19,MTX,201812,9766,盤後,遠月,43,9800
1283,2018/10/19,MTX,201810W4,9922,一般,近週,3,9900
1283,2018/10/19,MTX,201811,9904,一般,近月,23,9900
1283,2018/10/19,MTX,201812,9888,一般,遠月,43,9900
1284,2018/10/22,MTX,201810W4,9886,盤後,近週,2,9900
1284,2018/10/22,MTX,201811,9872,盤後,近月,22,9900
1284,2018/10/22,MTX,201812,9860,盤後,遠月,42,9900
1285,2018/10/22,MTX,201810W4,9967,一般,近週,2,9950
1285,2018/10/22,MTX,201811,9935,一般,近月,22,9900
1285,2018/10/22,MTX,201812,9924,一般,遠月,42,9900
1286,2018/10/23,MTX,201810W4,9933,盤後,近週,1,9950
1286,2018/10/23,MTX,201811,9888,盤後,近月,21,9900
1286,2018/10/23,MTX,201812,9874,盤後,遠月,41,9900
1287,2018/10/23,MTX,201810W4,9762,一般,近週,1,9750
1287,2018/10/23,MTX,201811,9727,一般,近月,21,9700
1287,2018/10/23,MTX,201812,9715,一般,遠月,41,9700
1288,2018/10/24,MTX,201810W4,9788,盤後,近週,0,9800
1288,2018/10/24,MTX,201811,9744,盤後,近月,20,9700
1288,2018/10/24,MTX,201812,9734,盤後,遠月,40,9700
1289,2018/10/24,MTX,201810W4,9775,一般,近週,0,9800
1289,2018/10/24,MTX,201811,9714,一般,近月,20,9700
1289,2018/10/24,MTX,201810W5,9740,一般,遠週,5,9750
1289,2018/10/24,MTX,201812,9703,一般,遠月,40,9700
1290,2018/10/25,MTX,201810W5,9500,盤後,近週,4,9500
1290,2018/10/25,MTX,201811,9472,盤後,近月,19,9500
1290,2018/10/25,MTX,201812,9460,盤後,遠月,39,9500
1291,2018/10/25,MTX,201810W5,9511,一般,近週,4,9500
1291,2018/10/25,MTX,201811,9488,一般,近月,19,9500
1291,2018/10/25,MTX,201812,9472,一般,遠月,39,9500
1292,2018/10/26,MTX,201810W5,9600,盤後,近週,3,9600
1292,2018/10/26,MTX,201811,9576,盤後,近月,18,9600
1292,2018/10/26,MTX,201812,9563,盤後,遠月,38,9600
1293,2018/10/26,MTX,201810W5,9460,一般,近週,3,9450
1293,2018/10/26,MTX,201811,9421,一般,近月,18,9400
1293,2018/10/26,MTX,201812,9407,一般,遠月,38,9400
1294,2018/10/29,MTX,201810W5,9460,盤後,近週,2,9450
1294,2018/10/29,MTX,201811,9432,盤後,近月,17,9400
1294,2018/10/29,MTX,201812,9418,盤後,遠月,37,9400
1295,2018/10/29,MTX,201810W5,9499,一般,近週,2,9500
1295,2018/10/29,MTX,201811,9472,一般,近月,17,9500
1295,2018/10/29,MTX,201812,9458,一般,遠月,37,9500
1296,2018/10/30,MTX,201810W5,9477,盤後,近週,1,9500
1296,2018/10/30,MTX,201811,9404,盤後,近月,16,9400
1296,2018/10/30,MTX,201812,9391,盤後,遠月,36,9400
1297,2018/10/30,MTX,201810W5,9538,一般,近週,1,9550
1297,2018/10/30,MTX,201811,9524,一般,近月,16,9500
1297,2018/10/30,MTX,201812,9511,一般,遠月,36,9500
1298,2018/10/31,MTX,201810W5,9613,盤後,近週,0,9600
1298,2018/10/31,MTX,201811,9622,盤後,近月,15,9600
1298,2018/10/31,MTX,201812,9609,盤後,遠月,35,9600
1299,2018/10/31,MTX,201810W5,9733,一般,近週,0,9750
